ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names	accession_raw_file_name	accession_fa_file_name
ICTV202420188	VMR1028127	E	1		PP467602			1	1	PP467602		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Chiyouviridae		Wargodvirus		Wargodvirus xiongnu	Bathyarchaeia bifangarchaeales chiyouvirus 1	./fasta_new_vmr_b/Wargodvirus/PP467602.raw	./fasta_new_vmr_b/Wargodvirus/PP467602.fa
ICTV201908643	VMR1000002	E	1		MH447526			2	1	MH447526		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Alphalipothrixvirus		Alphalipothrixvirus beppuense	Sulfolobus filamentous virus 1	./fasta_new_vmr_b/Alphalipothrixvirus/MH447526.raw	./fasta_new_vmr_b/Alphalipothrixvirus/MH447526.fa
ICTV201908644	VMR1000001	E	1		MK064563			3	1	MK064563		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Alphalipothrixvirus		Alphalipothrixvirus umijigokuense	Sulfolobales Beppu filamentous virus 2	./fasta_new_vmr_b/Alphalipothrixvirus/MK064563.raw	./fasta_new_vmr_b/Alphalipothrixvirus/MK064563.fa
ICTV20094000	VMR1000003	E	1		AM087120			4	1	AM087120		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus acidiani	Acidianus filamentous virus 3	./fasta_new_vmr_b/Betalipothrixvirus/AM087120.raw	./fasta_new_vmr_b/Betalipothrixvirus/AM087120.fa
ICTV20041365	VMR1000008	E	1		AF440571			5	1	AF440571		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus hveragerdiense	Sulfolobus islandicus filamentous virus	./fasta_new_vmr_b/Betalipothrixvirus/AF440571.raw	./fasta_new_vmr_b/Betalipothrixvirus/AF440571.fa
ICTV20094002	VMR1000005	E	1		AM087122			6	1	AM087122		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus pezzuloense	Acidianus filamentous virus 7	./fasta_new_vmr_b/Betalipothrixvirus/AM087122.raw	./fasta_new_vmr_b/Betalipothrixvirus/AM087122.fa
ICTV20094001	VMR1000004	E	1		AM087121			7	1	AM087121		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus pozzuoliense	Acidianus filamentous virus 6	./fasta_new_vmr_b/Betalipothrixvirus/AM087121.raw	./fasta_new_vmr_b/Betalipothrixvirus/AM087121.fa
ICTV20094003	VMR1000006	E	1		AM087123			8	1	AM087123		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus puteoliense	Acidianus filamentous virus 8	./fasta_new_vmr_b/Betalipothrixvirus/AM087123.raw	./fasta_new_vmr_b/Betalipothrixvirus/AM087123.fa
ICTV20094004	VMR1000007	E	1		EU545650			9	1	EU545650		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Betalipothrixvirus		Betalipothrixvirus uzonense	Acidianus filamentous virus 9	./fasta_new_vmr_b/Betalipothrixvirus/EU545650.raw	./fasta_new_vmr_b/Betalipothrixvirus/EU545650.fa
ICTV201908645	VMR1000010	E	1		MK064564			10	1	MK064564		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Deltalipothrixvirus		Deltalipothrixvirus beppuense	Sulfolobales Beppu filamentous virus 3	./fasta_new_vmr_b/Deltalipothrixvirus/MK064564.raw	./fasta_new_vmr_b/Deltalipothrixvirus/MK064564.fa
ICTV20084110	VMR1000009	E	1		AJ854042			11	1	AJ854042		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Lipothrixviridae		Deltalipothrixvirus		Deltalipothrixvirus pozzuoliense	Acidianus filamentous virus 2	./fasta_new_vmr_b/Deltalipothrixvirus/AJ854042.raw	./fasta_new_vmr_b/Deltalipothrixvirus/AJ854042.fa
ICTV202011720	VMR1000011	E	1		FM164764			12	1	FM164764		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Azorudivirus		Azorudivirus furnasense	Stygiolobus rod-shaped virus	./fasta_new_vmr_b/Azorudivirus/FM164764.raw	./fasta_new_vmr_b/Azorudivirus/FM164764.fa
ICTV202011717	VMR1000013	E	1		MN876842			13	1	MN876842		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Hoswirudivirus		Hoswirudivirus acidiani	Acidianus rod-shaped virus 3	./fasta_new_vmr_b/Hoswirudivirus/MN876842.raw	./fasta_new_vmr_b/Hoswirudivirus/MN876842.fa
ICTV202011718	VMR1000014	E	1		MN876843			14	1	MN876843		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Hoswirudivirus		Hoswirudivirus metallosphaerae	Metallosphaera rod-shaped virus 1	./fasta_new_vmr_b/Hoswirudivirus/MN876843.raw	./fasta_new_vmr_b/Hoswirudivirus/MN876843.fa
ICTV202011716	VMR1000012	E	1		KP282675			15	1	KP282675		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Hoswirudivirus		Hoswirudivirus pozzuoliense	Acidianus rod-shaped virus 2	./fasta_new_vmr_b/Hoswirudivirus/KP282675.raw	./fasta_new_vmr_b/Hoswirudivirus/KP282675.fa
ICTV202011719	VMR1000015	E	1		MN876841			16	1	MN876841		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Hoswirudivirus		Hoswirudivirus saccharolobi	Saccharolobus solfataricus rod-shaped virus 1	./fasta_new_vmr_b/Hoswirudivirus/MN876841.raw	./fasta_new_vmr_b/Hoswirudivirus/MN876841.fa
ICTV202011709	VMR1000018	E	1		KX712143			17	1	KX712143		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Icerudivirus		Icerudivirus gunnuhverense	Sulfolobus islandicus rod-shaped virus 3	./fasta_new_vmr_b/Icerudivirus/KX712143.raw	./fasta_new_vmr_b/Icerudivirus/KX712143.fa
ICTV19991653	VMR1000017	E	1		AJ344259			18	1	AJ344259		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Icerudivirus		Icerudivirus hveragerdiense	Sulfolobus islandicus rod-shaped virus 2	./fasta_new_vmr_b/Icerudivirus/AJ344259.raw	./fasta_new_vmr_b/Icerudivirus/AJ344259.fa
ICTV19972219	VMR1000016	E	1		AJ414696			19	1	AJ414696		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Icerudivirus		Icerudivirus kverkfjoellense	Sulfolobus islandicus rod-shaped virus 1	./fasta_new_vmr_b/Icerudivirus/AJ414696.raw	./fasta_new_vmr_b/Icerudivirus/AJ414696.fa
ICTV20084855	VMR1000019	E	1		AJ875026			20	1	AJ875026		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Itarudivirus		Itarudivirus pozzuoliense	Acidianus rod-shaped virus 1	./fasta_new_vmr_b/Itarudivirus/AJ875026.raw	./fasta_new_vmr_b/Itarudivirus/AJ875026.fa
ICTV202011721	VMR1000020	E	1		MK064565			21	1	MK064565		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Japarudivirus		Japarudivirus beppuense	Sulfolobales Beppu rod-shaped virus 1	./fasta_new_vmr_b/Japarudivirus/MK064565.raw	./fasta_new_vmr_b/Japarudivirus/MK064565.fa
ICTV202011722	VMR1000021	E	1		JX944686			22	1	JX944686		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Mexirudivirus		Mexirudivirus azufresense	Sulfolobales Mexican rod-shaped virus 1	./fasta_new_vmr_b/Mexirudivirus/JX944686.raw	./fasta_new_vmr_b/Mexirudivirus/JX944686.fa
ICTV202011714	VMR1000022	E	1		KY744230			23	1	KY744230		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus acidum	Sulfolobus islandicus rod-shaped virus 10	./fasta_new_vmr_b/Usarudivirus/KY744230.raw	./fasta_new_vmr_b/Usarudivirus/KY744230.fa
ICTV202011713	VMR1000027	E	1		KY744228			24	1	KY744228		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus aestus	Sulfolobus islandicus rod-shaped virus 9	./fasta_new_vmr_b/Usarudivirus/KY744228.raw	./fasta_new_vmr_b/Usarudivirus/KY744228.fa
ICTV202011712	VMR1000026	E	1		KY744229			25	1	KY744229		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus caloris	Sulfolobus islandicus rod-shaped virus 8	./fasta_new_vmr_b/Usarudivirus/KY744229.raw	./fasta_new_vmr_b/Usarudivirus/KY744229.fa
ICTV202011715	VMR1000023	E	1		KY744234			26	1	KY744234		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus dryadis	Sulfolobus islandicus rod-shaped virus 11	./fasta_new_vmr_b/Usarudivirus/KY744234.raw	./fasta_new_vmr_b/Usarudivirus/KY744234.fa
ICTV202011711	VMR1000025	E	1		KY744233			27	1	KY744233		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus nymphense	Sulfolobus islandicus rod-shaped virus 5	./fasta_new_vmr_b/Usarudivirus/KY744233.raw	./fasta_new_vmr_b/Usarudivirus/KY744233.fa
ICTV202011710	VMR1000024	E	1		KY744231			28	1	KY744231		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Rudiviridae		Usarudivirus		Usarudivirus yellowstonense	Sulfolobus islandicus rod-shaped virus 4	./fasta_new_vmr_b/Usarudivirus/KY744231.raw	./fasta_new_vmr_b/Usarudivirus/KY744231.fa
ICTV20041366	VMR1000028	E	1		AJ567472			29	1	AJ567472		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Ligamenvirales		Ungulaviridae		Captovirus		Captovirus yellowstonense	Acidianus filamentous virus 1	./fasta_new_vmr_b/Captovirus/AJ567472.raw	./fasta_new_vmr_b/Captovirus/AJ567472.fa
ICTV202522027	VMR1030433	E	1		PQ111746			30	1	PQ111746		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Maximonvirales		Ahmunviridae		Yumkaaxvirus		Yumkaaxvirus juandefucaense	Archaeal virus JdFR077	./fasta_new_vmr_b/Yumkaaxvirus/PQ111746.raw	./fasta_new_vmr_b/Yumkaaxvirus/PQ111746.fa
ICTV202214297	VMR1000029	E	1		OP413840			31	1	OP413840		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Maximonvirales		Ahmunviridae		Yumkaaxvirus		Yumkaaxvirus pescaderoense	Methanophagales virus PBV300	./fasta_new_vmr_b/Yumkaaxvirus/OP413840.raw	./fasta_new_vmr_b/Yumkaaxvirus/OP413840.fa
ICTV20165504	VMR1000030	E	1		KU307456			32	1	KU307456		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Primavirales		Tristromaviridae		Alphatristromavirus		Alphatristromavirus pozzuoliense	Pyrobaculum filamentous virus 1	./fasta_new_vmr_b/Alphatristromavirus/KU307456.raw	./fasta_new_vmr_b/Alphatristromavirus/KU307456.fa
ICTV202012054	VMR1000031	E	1		MN876844			33	1	MN876844		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Primavirales		Tristromaviridae		Alphatristromavirus		Alphatristromavirus puteoliense	Pyrobaculum filamentous virus 2	./fasta_new_vmr_b/Alphatristromavirus/MN876844.raw	./fasta_new_vmr_b/Alphatristromavirus/MN876844.fa
ICTV19871208	VMR1000032	E	1		X14855			34	1	X14855		Adnaviria		Zilligvirae		Taleaviricota		Tokiviricetes		Primavirales		Tristromaviridae		Betatristromavirus		Betatristromavirus kraflaense	Thermoproteus tenax virus 1	./fasta_new_vmr_b/Betatristromavirus/X14855.raw	./fasta_new_vmr_b/Betatristromavirus/X14855.fa
ICTV20093038	VMR1000033	E	1		DQ665917			35	1	DQ665917		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Batravirus		Batravirus ranidallo1	Lucké tumor herpesvirus; ranid herpesvirus 1	./fasta_new_vmr_b/Batravirus/DQ665917.raw	./fasta_new_vmr_b/Batravirus/DQ665917.fa
ICTV20093039	VMR1000034	E	1		DQ665652			36	1	DQ665652		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Batravirus		Batravirus ranidallo2	frog virus 4; ranid herpesvirus 2	./fasta_new_vmr_b/Batravirus/DQ665652.raw	./fasta_new_vmr_b/Batravirus/DQ665652.fa
ICTV20175570	VMR1000035	E	1		KX832224			37	1	KX832224		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Batravirus		Batravirus ranidallo3	ranid herpesvirus 3	./fasta_new_vmr_b/Batravirus/KX832224.raw	./fasta_new_vmr_b/Batravirus/KX832224.fa
ICTV20115694	VMR1000036	E	1		FJ940765			38	1	FJ940765		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Cyvirus		Cyvirus anguillidallo1	Japanese eel herpesvirus; anguillid herpesvirus 1	./fasta_new_vmr_b/Cyvirus/FJ940765.raw	./fasta_new_vmr_b/Cyvirus/FJ940765.fa
ICTV20093040	VMR1000037	E	1		JQ815363			39	1	JQ815363		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Cyvirus		Cyvirus cyprinidallo1	carp pox herpesvirus; cyprinid herpesvirus 1	./fasta_new_vmr_b/Cyvirus/JQ815363.raw	./fasta_new_vmr_b/Cyvirus/JQ815363.fa
ICTV20093041	VMR1000038	E	1		JQ815364			40	1	JQ815364		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Cyvirus		Cyvirus cyprinidallo2	goldfish hematopoietic necrosis virus; cyprinid herpesvirus 2	./fasta_new_vmr_b/Cyvirus/JQ815364.raw	./fasta_new_vmr_b/Cyvirus/JQ815364.fa
ICTV20083037	VMR1000039	E	1		DQ657948			41	1	DQ657948		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Cyvirus		Cyvirus cyprinidallo3	koi herpesvirus; cyprinid herpesvirus 3	./fasta_new_vmr_b/Cyvirus/DQ657948.raw	./fasta_new_vmr_b/Cyvirus/DQ657948.fa
ICTV20093043	VMR1000040	E	1		FJ815289			42	1	FJ815289		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Ictavirus		Ictavirus acipenseridallo2	white sturgeon herpesvirus 2; acipenserid herpesvirus 2	./fasta_new_vmr_b/Ictavirus/FJ815289.raw	./fasta_new_vmr_b/Ictavirus/FJ815289.fa
ICTV19981539	VMR1000041	E	1		M75136			43	1	M75136		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Ictavirus		Ictavirus ictaluridallo1	channel catfish virus; ictalurid herpesvirus 1	./fasta_new_vmr_b/Ictavirus/M75136.raw	./fasta_new_vmr_b/Ictavirus/M75136.fa
ICTV20093045	VMR1000042	E	1		MG271984			44	1	MG271984		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Ictavirus		Ictavirus ictaluridallo2	black bullhead herpesvirus; ictalurid herpesvirus 2	./fasta_new_vmr_b/Ictavirus/MG271984.raw	./fasta_new_vmr_b/Ictavirus/MG271984.fa
ICTV20093046	VMR1000043	E	1		AF023673			45	1	AF023673		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo1	herpesvirus salmonis; salmonid herpesvirus 1	./fasta_new_vmr_b/Salmovirus/AF023673.raw	./fasta_new_vmr_b/Salmovirus/AF023673.fa
ICTV20093047	VMR1000044	E	1		EU349274			46	1	EU349274		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo2	Oncorhyncus masou herpesvirus; salmonid herpesvirus 2	./fasta_new_vmr_b/Salmovirus/EU349274.raw	./fasta_new_vmr_b/Salmovirus/EU349274.fa
ICTV20095288	VMR1000045	E	1		EU349277			47	1	EU349277		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo3	epizootic epitheliotropic disease virus; salmonid herpesvirus 3	./fasta_new_vmr_b/Salmovirus/EU349277.raw	./fasta_new_vmr_b/Salmovirus/EU349277.fa
ICTV20125911	VMR1000046	E	1		JX453331			48	1	JX453331		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Malacoherpesviridae		Aurivirus		Aurivirus haliotidmalaco1	abalone herpesvirus; haliotid herpesvirus 1	./fasta_new_vmr_b/Aurivirus/JX453331.raw	./fasta_new_vmr_b/Aurivirus/JX453331.fa
ICTV20083116	VMR1000047	E	1		AY509253			49	1	AY509253		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Malacoherpesviridae		Ostreavirus		Ostreavirus ostreidmalaco1	oyster herpesvirus; ostreid herpesvirus 1	./fasta_new_vmr_b/Ostreavirus/AY509253.raw	./fasta_new_vmr_b/Ostreavirus/AY509253.fa
ICTV202214013	VMR1000048	E	1		MK360902			50	1	MK360902		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Iltovirus		Iltovirus cacatuidalpha2	cacatuid alphaherpesvirus 2	./fasta_new_vmr_b/Iltovirus/MK360902.raw	./fasta_new_vmr_b/Iltovirus/MK360902.fa
ICTV19951033	VMR1000049	E	1		JN596962			51	1	JN596962		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Iltovirus		Iltovirus gallidalpha1	gallid alphaherpesvirus 1; infectious laryngotracheitis virus	./fasta_new_vmr_b/Iltovirus/JN596962.raw	./fasta_new_vmr_b/Iltovirus/JN596962.fa
ICTV20073819	VMR1000050	E	1		AY372243			52	1	AY372243		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Iltovirus		Iltovirus psittacidalpha1	psittacid alphaherpesvirus 1; Pacheco's disease virus	./fasta_new_vmr_b/Iltovirus/AY372243.raw	./fasta_new_vmr_b/Iltovirus/AY372243.fa
ICTV202214014	VMR1000051	E	1		MK955929			53	1	MK955929		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Iltovirus		Iltovirus psittacidalpha5	psittacid alphaherpesvirus 5	./fasta_new_vmr_b/Iltovirus/MK955929.raw	./fasta_new_vmr_b/Iltovirus/MK955929.fa
ICTV20115693	VMR1000052	E	1		JF999965			54	1	JF999965		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus anatidalpha1	anatid alphaherpesvirus 1; duck enteritis virus	./fasta_new_vmr_b/Mardivirus/JF999965.raw	./fasta_new_vmr_b/Mardivirus/JF999965.fa
ICTV20083040	VMR1000053	E	1		KX589235			55	1	KX589235		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus columbidalpha1	columbid alphaherpesvirus 1; pigeon herpesvirus	./fasta_new_vmr_b/Mardivirus/KX589235.raw	./fasta_new_vmr_b/Mardivirus/KX589235.fa
ICTV19981472	VMR1000054	E	1		AF243438			56	1	AF243438		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus gallidalpha2	gallid alphaherpesvirus 2; Marek's disease virus	./fasta_new_vmr_b/Mardivirus/AF243438.raw	./fasta_new_vmr_b/Mardivirus/AF243438.fa
ICTV19981473	VMR1000055	E	1		HQ840738			57	1	HQ840738		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus gallidalpha3	gallid alphaherpesvirus 3; gallid herpesvirus 3	./fasta_new_vmr_b/Mardivirus/HQ840738.raw	./fasta_new_vmr_b/Mardivirus/HQ840738.fa
ICTV19951077	VMR1000056	E	1		AF291866			58	1	AF291866		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus meleagridalpha1	meleagrid alphaherpesvirus 1; turkey herpesvirus	./fasta_new_vmr_b/Mardivirus/AF291866.raw	./fasta_new_vmr_b/Mardivirus/AF291866.fa
ICTV201856397	VMR1000057	E	1		LT608135			59	1	LT608135		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus spheniscidalpha1	spheniscid alphaherpesvirus 1	./fasta_new_vmr_b/Mardivirus/LT608135.raw	./fasta_new_vmr_b/Mardivirus/LT608135.fa
ICTV20083054	VMR1000058	E	1		HQ878327			60	1	HQ878327		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus chelonidalpha5	chelonid alphaherpesvirus 5; fibropapilloma-associated turtle herpesvirus	./fasta_new_vmr_b/Scutavirus/HQ878327.raw	./fasta_new_vmr_b/Scutavirus/HQ878327.fa
ICTV201856398	VMR1000059	E	1		KM924292			61	1	KM924292		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus testudinidalpha3	testudinid alphaherpesvirus 3; testudinid herpesvirus 3	./fasta_new_vmr_b/Scutavirus/KM924292.raw	./fasta_new_vmr_b/Scutavirus/KM924292.fa
ICTV19951019	VMR1000060	E	1		KY385637			62	1	KY385637		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus atelinealpha1	ateline alphaherpesvirus 1; herpesvirus ateles 1	./fasta_new_vmr_b/Simplexvirus/KY385637.raw	./fasta_new_vmr_b/Simplexvirus/KY385637.fa
ICTV19790328	VMR1000061	E	1		MT862163			63	1	MT862163		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus bovinealpha2	bovine alphaherpesvirus 2; bovine mammillitis virus	./fasta_new_vmr_b/Simplexvirus/MT862163.raw	./fasta_new_vmr_b/Simplexvirus/MT862163.fa
ICTV19951023	VMR1000062	E	1		AY714813			64	1	AY714813		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus cercopithecinealpha2	cercopithecine alphaherpesvirus 2; simian agent 8	./fasta_new_vmr_b/Simplexvirus/AY714813.raw	./fasta_new_vmr_b/Simplexvirus/AY714813.fa
ICTV19710176	VMR1000063	E	1		JN555585			65	1	JN555585		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus humanalpha1	human alphaherpesvirus 1; herpes simplex virus 1	./fasta_new_vmr_b/Simplexvirus/JN555585.raw	./fasta_new_vmr_b/Simplexvirus/JN555585.fa
ICTV19760237	VMR1000064	E	1		JN561323			66	1	JN561323		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus humanalpha2	human alphaherpesvirus 2; herpes simplex virus 2	./fasta_new_vmr_b/Simplexvirus/JN561323.raw	./fasta_new_vmr_b/Simplexvirus/JN561323.fa
ICTV20093863	VMR1000065	E	1		JQ596859			67	1	JQ596859		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus leporidalpha4	leporid alphaherpesvirus 4; leporid herpesvirus 4	./fasta_new_vmr_b/Simplexvirus/JQ596859.raw	./fasta_new_vmr_b/Simplexvirus/JQ596859.fa
ICTV19951015	VMR1000066	E	1		AF533768			68	1	AF533768		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha1	macacine alphaherpesvirus 1; B-virus	./fasta_new_vmr_b/Simplexvirus/AF533768.raw	./fasta_new_vmr_b/Simplexvirus/AF533768.fa
ICTV202008779	VMR1000067	E	1		KY628968			69	1	KY628968		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha2	macacine alphaherpesvirus 2; lion-tailed macaque herpesvirus 1	./fasta_new_vmr_b/Simplexvirus/KY628968.raw	./fasta_new_vmr_b/Simplexvirus/KY628968.fa
ICTV202008780	VMR1000068	E	1		KY628970			70	1	KY628970		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha3	macacine alphaherpesvirus 3; pig-tailed macaque herpesvirus 1	./fasta_new_vmr_b/Simplexvirus/KY628970.raw	./fasta_new_vmr_b/Simplexvirus/KY628970.fa
ICTV20041256	VMR1000069	E	1		KT594769			71	1	KT594769		Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macropodidalpha1	macropodid alphaherpesvirus 1; Parma wallaby herpesvirus	./fasta_new_vmr_b/Simplexvirus/KT594769.raw	./fasta_new_vmr_b/Simplexvirus/KT594769.fa
